Jahr;GKZ;Geschlecht;erwerbsalter;gruppe_5;gruppe_15;Anzahl
2015;20508;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20508;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20508;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20508;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20508;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20508;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20508;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20508;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20509;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20509;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20509;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20509;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20509;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20509;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20511;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20511;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20511;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20511;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20511;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20511;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20511;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20511;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20511;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20511;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20511;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20512;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20512;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20512;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20512;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20512;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20512;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20512;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20512;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20512;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20513;männlich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2015;20513;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20513;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20513;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20513;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20513;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20513;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20515;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20515;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20515;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20515;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20515;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20515;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20515;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20518;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20518;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20518;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20518;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20518;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20518;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20518;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20518;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20519;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20519;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20519;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20519;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20519;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20520;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20520;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20520;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20520;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20520;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20520;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20523;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20523;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20523;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20523;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20523;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20527;männlich;15 bis 64 Jahre;30 bis 34 Jahre;30 bis 49 Jahre;1
2015;20527;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20527;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20527;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20527;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20527;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20527;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20527;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20527;weiblich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2015;20530;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20530;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20530;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20530;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20530;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20530;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20531;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20531;männlich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20531;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20531;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20531;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20534;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20534;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20534;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20534;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20534;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20534;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20534;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20534;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20534;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20601;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20601;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20601;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20601;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20601;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20601;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20601;weiblich;15 bis 64 Jahre;25 bis 29 Jahre;15 bis 29 Jahre;1
2015;20601;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20601;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20601;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20601;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20602;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20602;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20602;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20602;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20602;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20602;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20603;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20603;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20603;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20603;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20603;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20603;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20603;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20603;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20604;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20604;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20604;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20604;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20604;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20604;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20604;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20604;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20605;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20605;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20605;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20605;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20605;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20605;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20605;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20605;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20607;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20607;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20607;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20607;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20607;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20608;männlich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2015;20608;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20608;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20608;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20608;männlich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2015;20609;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20609;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20609;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20609;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20610;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20610;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20610;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20610;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20611;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20611;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20611;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20611;männlich;unter 15 Jahre;unter 5 Jahre;unter 15 Jahre;1
2015;20611;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20611;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20613;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20613;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20613;weiblich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20613;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20613;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20613;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20613;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20616;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20616;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20616;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20616;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20616;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20616;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20616;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20616;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20616;weiblich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20616;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20616;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20616;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20616;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20618;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20618;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20618;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20618;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20618;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20618;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20618;weiblich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20618;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20618;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20619;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20619;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20619;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20619;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20619;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20619;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20620;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20620;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20620;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20620;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20620;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20620;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20620;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20622;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20622;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20622;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20622;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20622;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20622;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20622;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20624;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20624;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20624;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20624;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20624;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20624;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20624;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20625;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20625;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20625;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20625;weiblich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20625;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20625;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20625;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20627;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20627;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20627;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20627;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20627;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20627;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20627;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20627;weiblich;65 Jahre und älter;100 Jahre und älter;85 Jahre und älter;1
2015;20627;weiblich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20630;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20630;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20630;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20631;männlich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20631;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20631;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20631;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20631;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20631;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20631;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20631;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20632;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20632;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20632;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20632;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20632;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20633;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20633;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20633;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20633;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20633;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20633;weiblich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20634;männlich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20634;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20634;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20634;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20634;männlich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20634;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20634;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20635;männlich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20635;männlich;unter 15 Jahre;10 bis 14 Jahre;unter 15 Jahre;1
2015;20635;weiblich;15 bis 64 Jahre;20 bis 24 Jahre;15 bis 29 Jahre;1
2015;20635;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20635;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20636;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20636;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20636;weiblich;15 bis 64 Jahre;40 bis 44 Jahre;30 bis 49 Jahre;1
2015;20636;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20636;weiblich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20637;männlich;15 bis 64 Jahre;35 bis 39 Jahre;30 bis 49 Jahre;1
2015;20637;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20637;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20637;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20637;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20637;männlich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20637;weiblich;15 bis 64 Jahre;50 bis 54 Jahre;50 bis 64 Jahre;1
2015;20638;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20638;männlich;65 Jahre und älter;65 bis 69 Jahre;65 bis 84 Jahre;1
2015;20638;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20638;männlich;65 Jahre und älter;75 bis 79 Jahre;65 bis 84 Jahre;1
2015;20638;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20638;weiblich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20638;weiblich;65 Jahre und älter;80 bis 84 Jahre;65 bis 84 Jahre;1
2015;20639;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
2015;20639;männlich;65 Jahre und älter;85 bis 89 Jahre;85 Jahre und älter;1
2015;20639;weiblich;15 bis 64 Jahre;45 bis 49 Jahre;30 bis 49 Jahre;1
2015;20639;weiblich;65 Jahre und älter;95 bis 99 Jahre;85 Jahre und älter;1
2015;20640;männlich;65 Jahre und älter;70 bis 74 Jahre;65 bis 84 Jahre;1
2015;20640;männlich;65 Jahre und älter;90 bis 94 Jahre;85 Jahre und älter;1
2015;20642;männlich;15 bis 64 Jahre;55 bis 59 Jahre;50 bis 64 Jahre;1
2015;20642;männlich;15 bis 64 Jahre;60 bis 64 Jahre;50 bis 64 Jahre;1
